,text1,text2,label
10,2 3 pub_token paren_token var1 5 fn_token from_raw paren_token 3 ptr colon_token 3 star_token Mut var2 var3 2 brace_token 4 if_token 4 let_token 2 Some 2 paren_token ptr eq_token 4 ptr dot_token as_ref paren_token 2 brace_token 3 4 let_token var4 3 2 Arc from_raw paren_token 3 2 and_token 2 ptr dot_token as_token 3 star_token const_token var5 semi_token 4 let_token var4 3 2 mem 2 transmute 5 colon2_token Colon2 lt_token 2 2 Arc 3 lt_token var5 gt_token 2 var6 3 lt_token 2 var7 var8 gt_token gt_token paren_token var4 semi_token 3 var3 brace_token 2 colon_token 3 Some paren_token var4 2 brace_token 3 var3 brace_token 2 colon_token var9,1 6 fn_token var1 3 lt_token 3 var2 colon_token var2ersion gt_token paren_token 3 ptr colon_token 3 star_token const_token 4 bracket_token var4 semi_token 2 var5 var6 var7 2 brace_token 4 let_token 3 var8 colon_token 2 and_token 4 bracket_token var4 semi_token 2 var5 var6 2 unsafe_token 2 brace_token 4 match_token 4 ptr dot_token as_ref paren_token brace_token 2 3 2 Some 2 paren_token var9 fat_arrow_token var9 3 var10 fat_arrow_token 2 return_token token semi_token,1
11,2 3 pub_token paren_token var1 5 fn_token from_raw paren_token 3 ptr colon_token 3 star_token Mut var2 var3 2 brace_token 4 if_token 4 let_token 2 Some 2 paren_token ptr eq_token 4 ptr dot_token as_ref paren_token 2 brace_token 3 4 let_token var4 3 2 Arc from_raw paren_token 3 2 and_token 2 ptr dot_token as_token 3 star_token const_token var5 semi_token 4 let_token var4 3 2 mem 2 transmute 5 colon2_token Colon2 lt_token 2 2 Arc 3 lt_token var5 gt_token 2 var6 3 lt_token 2 var7 var8 gt_token gt_token paren_token var4 semi_token 3 var3 brace_token 2 colon_token 3 Some paren_token var4 2 brace_token 3 var3 brace_token 2 colon_token var9,2 pub_token 6 2 extern_token token fn_token var1 paren_token 3 var2 colon_token 3 star_token const_token 2 var3 3 lt_token 2 var4 var5 gt_token var6 2 brace_token 1 4 let_token var2 5 2 unsafe_token 2 brace_token 4 var2 dot_token as_ref paren_token dot_token expect paren_token token semi_token,1
12,1 4 fn_token var1 paren_token 3 var2 colon_token 3 star_token Mut var3 2 brace_token 2 unsafe_token 2 brace_token 3 if_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var2 dot_token as_ref paren_token 2 brace_token 3 var5 bang_token tokens,1 6 fn_token var1 3 lt_token 3 var2 colon_token var2ersion gt_token paren_token 3 ptr colon_token 3 star_token const_token 4 bracket_token var4 semi_token 2 var5 var6 var7 2 brace_token 4 let_token 3 var8 colon_token 2 and_token 4 bracket_token var4 semi_token 2 var5 var6 2 unsafe_token 2 brace_token 4 match_token 4 ptr dot_token as_ref paren_token brace_token 2 3 2 Some 2 paren_token var9 fat_arrow_token var9 3 var10 fat_arrow_token 2 return_token token semi_token,1
13,1 4 fn_token var1 paren_token 3 var2 colon_token 3 star_token Mut var3 2 brace_token 2 unsafe_token 2 brace_token 3 if_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var2 dot_token as_ref paren_token 2 brace_token 3 var5 bang_token tokens,2 pub_token 6 2 extern_token token fn_token var1 paren_token 3 var2 colon_token 3 star_token const_token 2 var3 3 lt_token 2 var4 var5 gt_token var6 2 brace_token 1 4 let_token var2 5 2 unsafe_token 2 brace_token 4 var2 dot_token as_ref paren_token dot_token expect paren_token token semi_token,1
14,1 6 fn_token var1 3 lt_token 3 var2 colon_token var2ersion gt_token paren_token 3 ptr colon_token 3 star_token const_token 4 bracket_token var4 semi_token 2 var5 var6 var7 2 brace_token 4 let_token 3 var8 colon_token 2 and_token 4 bracket_token var4 semi_token 2 var5 var6 2 unsafe_token 2 brace_token 4 match_token 4 ptr dot_token as_ref paren_token brace_token 2 3 2 Some 2 paren_token var9 fat_arrow_token var9 3 var10 fat_arrow_token 2 return_token token semi_token,2 pub_token 6 2 extern_token token fn_token var1 paren_token 3 var2 colon_token 3 star_token const_token 2 var3 3 lt_token 2 var4 var5 gt_token var6 2 brace_token 1 4 let_token var2 5 2 unsafe_token 2 brace_token 4 var2 dot_token as_ref paren_token dot_token expect paren_token token semi_token,1
15,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,1
16,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,4 impl_token var1 var2 brace_token 2 5 type_token var3 eq_token var4 semi_token 2 5 fn_token var5 paren_token 2 Mut self_token 2 Option 3 lt_token var4 gt_token 2 brace_token 2 loop_token 2 brace_token 2 unsafe_token 2 brace_token 3 4 let_token var6 2 4 2 self dot_token dot_token as_ref paren_token question_token semi_token 3 2 self dot_token eq_token 2 var6 dot_token 4 match_token 3 var7 paren_token 2 3 2 mem transmute paren_token 2 var6 dot_token 3 2 var6 dot_token as_token var8 brace_token 2 3 2 var9 2 paren_token var10 fat_arrow_token 2 return_token 3 Some paren_token var10 3 2 var11 2 paren_token underscore_token fat_arrow_token continue_token,1
17,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 4 let_token var1 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token semi_token 3 if_token 2 5 2 var1 dot_token dot_token var2 paren_token 2 token 2 var3 var4 token 2 brace_token return_token,1
18,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 5 fn_token var1 paren_token 1 self_token 2 Result 3 lt_token String gt_token 2 brace_token 3 4 let_token 2 Mut var2 3 var3 bang_token tokens semi_token 3 if_token 2 4 let_token 2 Some 2 paren_token var4 eq_token 4 2 var4elf dot_token dot_token as_ref paren_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var4 dot_token var5 paren_token 2 brace_token 5 var2 dot_token var6 paren_token 2 and_token var4 3 var7 paren_token var2,1
19,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 3 use_token 3 var1 colon2_token 3 ptr colon2_token NonNull semi_token 6 impl_token 3 lt_token var2 gt_token var3 2 Arc 3 lt_token var2 gt_token brace_token 2 5 type_token var2arget eq_token var2 semi_token 2 5 fn_token var5 paren_token 1 self_token 2 and_token var2 2 brace_token 2 4 let_token var6 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token semi_token 2 and_token 2 var6 dot_token,1
20,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 5 fn_token var1 paren_token 1 self_token 2 Result 3 lt_token String gt_token 2 brace_token 3 4 let_token 2 Mut var2 3 var3 bang_token tokens semi_token 3 if_token 2 4 let_token 2 Some 2 paren_token var4 eq_token 4 2 var4elf dot_token dot_token as_ref paren_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var4 dot_token var5 paren_token 2 brace_token 5 var2 dot_token var6 paren_token 2 and_token var4 3 var7 paren_token var2,1
21,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 4 fn_token var1 paren_token 3 var2 colon_token 2 and_token var3 2 brace_token 2 unsafe_token 2 brace_token 2 4 let_token var4 3 var2 as_token 3 star_token const_token var3 semi_token 3 if_token 4 let_token 2 Some 2 paren_token var5 eq_token 4 var4 dot_token as_ref paren_token 2 brace_token 3 var6 bang_token tokens,1
22,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,3 impl_token var1 brace_token 2 5 fn_token var2 paren_token 1 self_token 2 and_token var3 2 brace_token 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token,1
23,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 2 4 let_token var2 2 4 2 self dot_token dot_token as_ref paren_token question_token semi_token 3 if_token 2 2 var2 dot_token 4 2 self dot_token dot_token var3 paren_token 2 brace_token 2 return_token var4,1
24,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,1 3 use_token 3 var1 colon2_token 3 ptr colon2_token NonNull semi_token 3 pub_token 5 fn_token var2 paren_token 1 self_token 2 and_token var3 2 brace_token 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token,1
25,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,5 impl_token 3 lt_token 3 var1 colon_token var2 gt_token var3 2 Arc 3 lt_token var1 gt_token brace_token 2 5 fn_token clone paren_token 1 self_token var4 2 brace_token 2 2 unsafe_token 2 brace_token 3 2 var5 var6 paren_token 4 2 4 2 self dot_token dot_token as_ref paren_token dot_token dot_token get paren_token 2 unsafe_token 2 brace_token 3 2 var4 var7 paren_token 2 self dot_token,1
26,4 impl_token var1 var2 brace_token 2 5 fn_token var3 3 lt_token 3 var4 colon_token var1er gt_token paren_token 2 1 self_token 3 var6 colon_token 3 and_token Mut var4 2 brace_token 5 2 paren_token 3 3 4 2 self dot_token dot_token as_ref paren_token as_token 3 star_token const_token underscore_token as_token var7 dot_token var3 paren_token var6,5 impl_token 3 lt_token 3 var1 colon_token var2 gt_token var3 2 var4 3 lt_token var1 gt_token brace_token 2 5 type_token var1arget eq_token var1 semi_token 2 5 fn_token var6 paren_token 1 self_token 2 and_token 2 var7 var1arget 2 brace_token 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token,1
27,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,4 impl_token var1 var2 brace_token 2 5 type_token var3 eq_token var4 semi_token 2 5 fn_token var5 paren_token 2 Mut self_token 2 Option 3 lt_token var4 gt_token 2 brace_token 2 loop_token 2 brace_token 2 unsafe_token 2 brace_token 3 4 let_token var6 2 4 2 self dot_token dot_token as_ref paren_token question_token semi_token 3 2 self dot_token eq_token 2 var6 dot_token 4 match_token 3 var7 paren_token 2 3 2 mem transmute paren_token 2 var6 dot_token 3 2 var6 dot_token as_token var8 brace_token 2 3 2 var9 2 paren_token var10 fat_arrow_token 2 return_token 3 Some paren_token var10 3 2 var11 2 paren_token underscore_token fat_arrow_token continue_token,1
28,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 4 let_token var1 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token semi_token 3 if_token 2 5 2 var1 dot_token dot_token var2 paren_token 2 token 2 var3 var4 token 2 brace_token return_token,1
29,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,1 5 fn_token var1 paren_token 1 self_token 2 Result 3 lt_token String gt_token 2 brace_token 3 4 let_token 2 Mut var2 3 var3 bang_token tokens semi_token 3 if_token 2 4 let_token 2 Some 2 paren_token var4 eq_token 4 2 var4elf dot_token dot_token as_ref paren_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var4 dot_token var5 paren_token 2 brace_token 5 var2 dot_token var6 paren_token 2 and_token var4 3 var7 paren_token var2,1
30,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,1 3 use_token 3 var1 colon2_token 3 ptr colon2_token NonNull semi_token 6 impl_token 3 lt_token var2 gt_token var3 2 Arc 3 lt_token var2 gt_token brace_token 2 5 type_token var2arget eq_token var2 semi_token 2 5 fn_token var5 paren_token 1 self_token 2 and_token var2 2 brace_token 2 4 let_token var6 2 unsafe_token 2 brace_token 4 2 self dot_token dot_token as_ref paren_token semi_token 2 and_token 2 var6 dot_token,1
31,2 pub_token 5 fn_token var1 paren_token 1 self_token 2 Option 3 lt_token String gt_token 2 brace_token 3 4 let_token var2 2 4 2 2 self dot_token dot_token dot_token as_ref paren_token question_token semi_token 4 let_token 3 var3 colon_token var4 2 4 3 2 var5 var6 paren_token 4 var2 dot_token clone paren_token dot_token var7 paren_token question_token semi_token 4 match_token 4 2 var3 dot_token dot_token var8 paren_token brace_token 3 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 2 Some 2 paren_token token fat_arrow_token 3 Some paren_token 4 token dot_token var9 paren_token 3 underscore_token fat_arrow_token var10,1 5 fn_token var1 paren_token 1 self_token 2 Result 3 lt_token String gt_token 2 brace_token 3 4 let_token 2 Mut var2 3 var3 bang_token tokens semi_token 3 if_token 2 4 let_token 2 Some 2 paren_token var4 eq_token 4 2 var4elf dot_token dot_token as_ref paren_token 4 let_token 2 Some 2 paren_token var4 eq_token 4 var4 dot_token var5 paren_token 2 brace_token 5 var2 dot_token var6 paren_token 2 and_token var4 3 var7 paren_token var2,1
